District;Age;Community name;Is girl currently enrolled in school?;InOutScore;School name;Level;Current class;Is girl an AfriKids STEM or SRHR club member?;Does girl have any form of disability?;DisabScore;Type of disability /hearing impairment;Type of disability /visual impairment;Type of disability /speech impairment;Type of disability /physical impairment;Type of disability /other impairment;Is girl orphaned (i.e. both or either parent deceased)?;OrphScore;Who is deceased?;OrphTypeScore;Who is the girl living with? Select as many as apply/Father;Who is the girl living with? Select as many as apply/Mother;Who is the girl living with? Select as many as apply/Step Father;Who is the girl living with? Select as many as apply/Step Mother;Who is the girl living with? Select as many as apply/Auntie;Who is the girl living with? Select as many as apply/Uncle;Who is the girl living with? Select as many as apply/Sibling;Who is the girl living with? Select as many as apply/Cousin;Who is the girl living with? Select as many as apply/Grandmother;Who is the girl living with? Select as many as apply/Grandfather;Who is the girl living with? Select as many as apply/Nephew;Who is the girl living with? Select as many as apply/Niece;Who is the girl living with? Select as many as apply/Son;Who is the girl living with? Select as many as apply/Daughter;Who is the girl living with? Select as many as apply/Non-family member;Who is the girl living with? Select as many as apply/Other;Specify the other;How many people does girl live with in her household?;IncomeScore;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Salary/Wages;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Income from business or trade;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Sales from farming products;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Sales from other sources;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/No income;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Other source of income;IncomeScore2;What is the girl's household ability to meet the following needs? SELECT AS MANY AS APPLY;Food;FoodScore;Shelter;ShelterScore;Education;EducationScore;HealthScore;How old is head of girl's household? Girl should estimate if not known;HouseAgeScore;How many siblings does she have?;How many of the siblings are younger than her?;PregScore;girlchild;How many days was girl absent from school for the current academic term? Probe and estimate or ask teachers;In past 30 days, did girl's household member go to sleep hungry because there was not enough food?;SleepHungScore;HungerFreg;NightAdultScore;AdultCareScore;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/None;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Start a business;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Help family with expenses;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Buy personal items for myself;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Pay school expenses;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Other;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Underwear;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Sanitary pad product;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Clothes(house wear);Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Food;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Shelter/accommodation;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Airtime/credit for phone;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Mobile phone;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/NHIS card/Activation of NHIS card;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Text Books and other learning materials;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/School uniform;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/School bag;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Disability device(Wheel chair, medicated glasses etc);Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Footwear;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Bicycle;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Other;BasicNeedScore;UniformScore;UniformNewScore;How much does girl's household rely on her to help with expenses? 2;How easy is it for girl to help her household with expenses?2;Has anyone (parent or guardian) attempted to marry her off before?2;Has the girl herself gone to live with a man/boy before?2;How will describe the severity of the girls’ need in the following;Sanitary pad product and underwear2;ClothNeed;FoodNeed;ShelterNeed;PhoneNeed;TradeNeed;CaterNeed;InsuranceNeed;TextBookNeed;UniformNeed;BagNeed;Transport Need;FootwearNeed;DisabDeviceNeed;CounselNeed;EnumAssessmetScore;OtherIndicatorScores;OverallScore
Binduri;17;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;20;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;1;51-65;1;6;5;0;0;2;Yes;1;1;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;2;1;2;2;2;2;2;1;2;0;1;15;57;72
Binduri;10;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 1;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;65+;2;6;3;0;0;2;Yes;1;3;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;0;1;0;2;2;2;2;1;2;0;1;30;58;88
Binduri;15;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 2;No;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;51-65;1;3;2;0;0;2;Yes;1;3;0;2;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;0;0;2;0;2;2;2;2;1;2;0;1;15;56;71
Binduri;17;KUKPARIGU;Yes;1;Kupkarigu JHS;JHS;JHS 1;No;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;5;0;0;0;0;1;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;51-65;1;6;0;0;0;2;Yes;1;5;0;2;0;1;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;11;1;1;0;0;0;0;;2;2;2;1;0;2;1;2;2;2;2;2;2;0;1;30;63;93
Binduri;15;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 2;No;No;0;;;;;;Yes;1;Mother;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;8;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;2;51-65;1;5;2;0;0;2;Yes;1;5;0;3;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;1;2;1;2;2;2;2;1;2;0;0;30;65;95
Binduri;15;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;2;51-65;1;9;1;0;0;1;Yes;1;3;0;2;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;0;2;1;2;2;2;2;1;2;0;1;15;58;73
Binduri;15;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 1;No;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;41-50;0;7;0;0;0;1;Yes;1;3;0;2;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;0;2;0;2;2;2;2;1;2;0;1;15;57;72
Binduri;;KUKPARIGU;Yes;1;KUKPARIGU Basic;JHS;JHS 1;No;No;0;;;;;;No;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;10;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;0;1;65+;2;2;1;0;0;1;Yes;1;3;0;2;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;1;2;1;2;2;2;2;1;2;0;1;15;55;70
Binduri;15;KUKPARIGU;No;0;;;;No;Don't know;0;;;;;;Yes;1;Father;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;6;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;2;1;51-65;1;5;2;0;0;;Yes;1;3;0;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;7;2;1;0;0;0;0;;2;2;2;1;0;2;1;2;1;1;1;2;2;0;1;15;51;66
Binduri;19;KUKPARIGU;No;0;;;;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always struggle to pay;0;1;65+;2;8;2;0;0;;Yes;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;6;2;1;0;0;0;3;;2;2;2;1;2;2;1;2;1;1;1;2;2;0;1;15;55;70
Binduri;17;KUKPARIGU;No;0;;;;No;Don't know;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;25;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;2;1;41-50;0;5;4;0;1;;No;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;7;2;1;0;0;0;3;;2;2;2;1;1;2;0;2;1;1;1;1;1;0;1;15;45;60
Binduri;13;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;1;41-50;0;3;2;0;0;2;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;0;1;0;2;2;2;2;1;2;0;1;15;52;67
Binduri;15;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 1;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;1;1;41-50;0;9;3;0;0;1;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;9;1;1;0;0;0;0;;2;2;2;2;0;1;1;2;2;2;2;1;2;0;1;15;52;67
Binduri;15;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;2;51-65;1;12;4;0;0;2;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;0;1;1;2;2;2;2;1;2;0;1;15;56;71
Mamprugu Moagduri;9;Soo;Yes;1;Soo  R/C Basic;Primary;Primary 5;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;2;0;0;1;0;1;0;2;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;2;15-30;2;5;3;0;0;14;Yes;1;3;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;9;0;1;0;0;0;0;;0;1;2;1;0;0;0;2;2;1;1;1;2;0;1;30;52;82
Binduri;15;Sakpari;Yes;1;Sakpari Basic;Primary;Primary 6;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;4;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;2;41-50;0;2;2;0;0;1;Yes;1;3;0;2;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;11;1;1;0;0;0;0;;2;1;2;1;2;2;2;2;2;2;2;2;2;0;2;30;70;100
Builsa South;15;Uwasi;Yes;1;Uwasi Basic;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Always able to pay without struggle;0;Always able to pay without struggle;2;0;51-65;1;5;1;0;0;6;Yes;1;3;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;5;1;1;0;0;0;0;;0;1;2;1;0;1;2;2;2;2;1;2;2;0;2;30;52;82
Builsa South;17;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;Yes;1;Mother;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always struggle to pay;2;2;65+;2;7;0;0;0;0;No;0;0;0;2;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;0;8;0;1;0;0;0;0;;2;2;0;1;0;0;2;2;2;2;2;2;2;2;0;15;54;69
Builsa South;15;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;;10;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;2;51-65;1;5;4;0;0;3;No;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;9;1;1;0;0;0;0;;2;1;0;1;0;0;2;2;2;2;2;2;2;0;1;15;52;67
Mamprugu Moagduri;18;Zanwra;No;0;;;;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always able to pay without struggle;0;1;65+;2;7;6;0;0;;Yes;1;5;2;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;7;2;1;0;0;0;0;;2;2;2;0;2;0;1;1;1;1;1;0;2;0;0;30;51;81
Builsa South;15;Uwasi;Yes;1;Uwasi Basic;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;15;2;0;1;0;0;0;0;1;;Always able to pay without struggle;0;Always able to pay without struggle;0;Always able to pay without struggle;0;1;51-65;1;5;4;0;0;5;Yes;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;1;1;0;7;1;1;0;0;0;0;;2;1;2;1;0;2;2;2;2;2;2;2;2;0;2;30;53;83
Mamprugu Moagduri;18;Zanwra;No;0;;;;No;No;0;;;;;;Yes;1;Mother;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;2;1;0;0;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always able to pay without struggle;1;1;51-65;1;6;3;0;0;;Yes;1;3;2;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;7;2;1;0;0;0;0;;1;2;2;0;0;0;2;2;1;1;1;0;2;0;2;30;49;79
Mamprugu Moagduri;13;Zanwra;Yes;1;Zanwra AD;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;2;0;1;1;0;0;0;2;;Always struggle to pay;2;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;51-65;1;5;1;0;0;3;No;0;0;2;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;5;0;1;0;0;0;0;;2;1;1;0;0;0;1;1;2;2;2;0;2;0;0;30;41;71
Mamprugu Moagduri;13;Sakpaba;Yes;1;Sakpaba D/A Basic;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;5;2;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;0;2;31-40;0;3;3;0;0;3;Yes;1;1;1;2;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;1;1;0;0;0;0;;1;2;2;1;0;0;0;2;2;2;2;0;2;0;1;30;46;76
Builsa South;12;Uwasi;Yes;1;Uwasi Basic;Primary;Primary 6;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;2;0;1;0;0;0;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;1;1;41-50;0;6;3;0;0;2;Yes;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;6;1;1;1;2;0;0;;0;1;1;1;0;1;1;1;2;2;2;1;2;0;2;15;48;63
Mamprugu Moagduri;13;Zanwra;Yes;1;Zanwra AD;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;2;0;1;1;0;0;0;2;;Always struggle to pay;2;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;1;51-65;1;5;2;0;0;12;Yes;1;1;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;6;1;1;0;0;0;0;;2;0;1;0;0;0;1;1;2;2;2;0;2;0;0;30;49;79
Builsa South;15;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;31-40;0;2;0;0;0;6;No;0;0;0;2;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;0;8;0;0;0;0;0;0;;2;1;0;0;0;0;2;2;2;2;2;2;2;0;1;15;50;65
Mamprugu Moagduri;13;Zanwra;No;0;;;;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;5;0;1;1;0;0;0;2;;Always struggle to pay;2;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;1;51-65;1;3;1;0;0;;Yes;1;3;2;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;2;1;0;0;0;0;;2;2;2;0;0;0;1;1;2;2;2;0;2;0;0;30;47;77
Builsa South;16;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;1;2;41-50;0;6;1;0;0;0;Yes;1;5;2;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;2;3;0;0;;2;2;2;1;0;0;2;2;2;2;2;2;2;0;0;30;66;96
Mamprugu Moagduri;15;Zanwra;Yes;1;Zanwra AD;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;2;0;1;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;0;1;51-65;1;5;1;0;0;15;No;0;0;2;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;6;0;1;0;0;0;0;;2;1;2;0;0;0;1;1;2;2;2;0;2;0;0;15;47;62
Builsa South;14;Uwasi;Yes;1;Uwasi Basic;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;8;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;1;0;51-65;1;6;1;0;0;3;Yes;1;3;1;2;0;1;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;6;1;1;0;0;0;0;;0;1;2;1;0;1;1;1;2;2;2;1;2;0;2;30;51;81
Mamprugu Moagduri;15;Zanwra;Yes;1;Zanwra AD;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9;2;0;1;1;0;0;0;2;;Always able to pay without struggle;0;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;1;51-65;1;9;4;0;0;23;No;0;0;2;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;6;0;0;0;0;0;0;;2;1;1;0;0;0;1;1;2;2;2;0;2;0;0;30;46;76
Builsa South;14;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;7;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;41-50;0;4;3;0;0;3;Yes;1;3;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1;0;8;1;1;1;3;0;0;;2;2;2;0;0;1;2;2;2;2;2;2;2;0;1;15;62;77
Mamprugu Moagduri;15;Zanwra;Yes;1;Zanwra AD;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;2;0;1;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;0;51-65;1;3;2;0;0;5;No;0;0;2;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;6;0;0;0;0;0;0;;2;1;1;0;0;0;1;1;2;2;2;0;2;0;0;30;40;70
Mamprugu Moagduri;12;Sakpaba;Yes;1;Sakpaba D/A Basic;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always struggle to pay;1;2;31-40;0;4;3;0;0;10;Yes;1;1;0;2;0;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;0;0;0;0;2;2;2;2;2;2;0;1;15;55;70
Mamprugu Moagduri;15;Zanwra;Yes;1;Zanwra AD;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;2;0;1;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;1;51-65;1;3;2;0;0;12;No;0;0;2;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;5;1;1;0;0;0;0;;2;1;2;0;0;0;1;1;2;2;2;0;2;0;0;30;47;77
Builsa South;17;Wiesi;Yes;1;Wiesi Junior High;JHS;JHS 2;Yes;No;0;;;;;;Yes;1;Both parents;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;2;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;1;2;31-40;0;2;1;0;0;14;Yes;1;5;2;3;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;11;1;1;0;0;0;0;;2;2;2;2;0;1;2;2;2;2;2;2;2;0;2;30;78;108
Binduri;15;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;2;1;0;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;41-50;0;7;4;0;0;2;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;0;1;0;2;2;2;2;1;2;0;1;15;50;65
Binduri;16;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 2;No;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;2;41-50;0;4;3;0;0;2;Yes;1;1;0;2;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;0;2;1;2;2;2;2;2;2;0;1;15;59;74
Binduri;13;GOTESALIGA;Yes;1;GOTESALGA BASIC;JHS;JHS 1;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;2;51-65;1;5;3;0;0;3;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;1;0;1;0;2;2;2;2;1;2;0;1;15;52;67
Binduri;14;GOTESALIGA;Yes;1;GOTESALGA BASIC;Primary;Primary 6;No;No;0;;;;;;Yes;1;Mother;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;3;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;65+;2;2;1;0;0;1;Yes;1;5;0;3;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;0;1;0;2;2;2;2;1;2;0;1;15;64;79
Binduri;12;GOTESALIGA;Yes;1;GOTESALGA BASIC;Primary;Primary 5;No;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;5;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;1;51-65;1;3;2;0;0;3;Yes;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;0;;2;2;2;2;0;1;1;2;2;2;2;2;2;0;1;15;56;71
